name,normalizedName,description,eligibilityStatus,category,sourceUrl,source,scrapedAt
"Speech Therapy","speech therapy","Speech therapy is eligible for reimbursement with flexible spending accounts (FSA), health savings accounts (HSA), and health reimbursement accounts (HRA). They are not eligible for reimbursement with dependent care flexible spending accounts and limited-purpose flexible spending accounts (LPFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/s/speech-therapy","hsastore","2026-06-07T22:11:28.669Z"
"Sperm Storage Fees (Long Term)","sperm storage fees long term","Long-term Sperm storage fees are not eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/s/sperm-storage-fees-long-term","hsastore","2026-06-07T22:11:28.669Z"
"Sperm Storage Fees (Short Term)","sperm storage fees short term","Short-term Sperm storage fees are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA). Short-term Sperm storage fees are not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/s/sperm-storage-fees-short-term","hsastore","2026-06-07T22:11:28.669Z"
"Spermicidals","spermicidals","Spermicidals are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Spermicidals are not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/s/spermicidals","hsastore","2026-06-07T22:11:28.669Z"
"Spinal Decompression","spinal decompression","Spinal decompression is eligible with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Spinal decompression is not eligible for reimbursement with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/s/spinal-decompression","hsastore","2026-06-07T22:11:28.669Z"
"Splints","splints","Splints are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) and health reimbursement arrangement (HRA). Splints are not eligible for reimbursement with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/s/splints","hsastore","2026-06-07T22:11:28.669Z"
"St John's Wort","st john s wort","St. John's Wort is not eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), a health reimbursement arrangement (HRA), a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/s/st-johns-wort","hsastore","2026-06-07T22:11:28.669Z"
"Stair Lift","stair lift","A stair lift is an eligible expense with a flexible spending account (FSA), health savings account (HSA) or health reimbursement arrangement (HRA). A stair lift is not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA). Benefits administrators may require a Letter of Medical Necessity (LMN) or other type of documentation to support that this will qualify.","Eligible","","https://hsastore.com/hsa-eligibility-list/s/stair-lift","hsastore","2026-06-07T22:11:28.669Z"
"Standing Desk","standing desk","A standing desk is not eligible with a flexible spending account (FSA), health savings account (HSA) or health reimbursement arrangement (HRA). A standing desk is not eligible for reimbursement with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/s/standing-desk","hsastore","2026-06-07T22:11:28.669Z"
"Steam Inhaler","steam inhaler","A steam inhaler is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). A steam inhaler is not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","Cold And Allergy","https://hsastore.com/hsa-eligibility-list/s/steam-inhaler","hsastore","2026-06-07T22:11:28.669Z"
"Steam Packs","steam packs","Steam packs are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Steam packs are not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","Cold And Allergy","https://hsastore.com/hsa-eligibility-list/s/steam-packs","hsastore","2026-06-07T22:11:28.669Z"
"Stem Cell Storage","stem cell storage","Stem cell storage for a specific and iminent medical condition may be eligible with a Letter of Medical Necessity (LMN) with flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), and only eligible for the period of time necessary to treat an existing or imminent disease. Stem cell storage is not eligible for reimbursement with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible w/LMN","","https://hsastore.com/hsa-eligibility-list/s/stem-cell-storage","hsastore","2026-06-07T22:11:28.669Z"
"Sterilization","sterilization","Sterilization is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Sterilization is not eligible with a dependent care flexible spending account (DCFSA), or a limited-purpose flexible spending account (LPFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/s/sterilization","hsastore","2026-06-07T22:11:28.669Z"
"Stethoscope","stethoscope","A stethoscope is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Stethoscopes are not eligible for reimbursement with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/s/stethoscope","hsastore","2026-06-07T22:11:28.669Z"
"Stool Softeners","stool softeners","Stool softeners are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) and health reimbursement arrangement (HRA). Stool softeners are not eligible for reimbursement with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","Digestive Health","https://hsastore.com/hsa-eligibility-list/s/stool-softeners","hsastore","2026-06-07T22:11:28.669Z"
"Stop Smoking Program","stop smoking program","A stop-smoking program is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). A stop-smoking program is not eligible with a dependent care flexible spending account (DCFSA), or a limited-purpose flexible spending account (LPFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/s/stop-smoking-program","hsastore","2026-06-07T22:11:28.669Z"
"Student Health Fees","student health fees","Student health fees are not eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/s/student-health-fees","hsastore","2026-06-07T22:11:28.669Z"
"Sublingual Immunotherapy","sublingual immunotherapy","Sublingual immunotherapy is eligible with a flexible spending account (FSA), health savings account (HSA) and a health reimbursement arrangement (HRA). Sublingual immunotherapy reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/s/sublingual-immunotherapy","hsastore","2026-06-07T22:11:28.669Z"
"Substance Abuse Treatment","substance abuse treatment","Substance abuse treatment is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Substance abuse treatment is not eligible with a dependent care flexible spending account (DCFSA), or a limited-purpose flexible spending account (LPFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/s/substance-abuse-treatment","hsastore","2026-06-07T22:11:28.669Z"
"Subway Fare for Medical Treatment","subway fare for medical treatment","Subway fare for medical treatment is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Subway fare related to dental or vision treatment may be eligible with a limited purpose flexible spending account (LPFSA). Subway fare for medical treatment is not eligible with a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/s/subway-fare-for-medical-treatment","hsastore","2026-06-07T22:11:28.669Z"
"Summer Camps (Day Camp)","summer camps day camp","Summer camp is not eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA) or a limited-purpose flexible spending account (LPFSA). Summer Camps (Day Camps) are eligible for reimbursement with a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/s/summer-camps-day-camp","hsastore","2026-06-07T22:11:28.669Z"
"Summer Camps (Overnight)","summer camps overnight","Summer camps (Overnight) are not eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/s/summer-camps-overnight","hsastore","2026-06-07T22:11:28.669Z"
"Summer School","summer school","Summer school is not eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/s/summer-school","hsastore","2026-06-07T22:11:28.669Z"
"Sun Protective (SPF) Clothing","sun protective spf clothing","<p>Sun protective (SPF) clothing is not eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).</p>","Not Eligible","","https://hsastore.com/hsa-eligibility-list/s/sun-protective-spf-clothing","hsastore","2026-06-07T22:11:28.669Z"
"Sunburn Creams and Ointments","sunburn creams and ointments","Sunburn creams and ointments are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Sunburn creams and ointments are not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","Acne And Skincare","https://hsastore.com/hsa-eligibility-list/s/sunburn-creams-and-ointments","hsastore","2026-06-07T22:11:28.669Z"
"Sunglasses, prescription","sunglasses prescription","Prescription sunglasses are eligible for flexible spending accounts (FSA), health savings accounts (HSA), health reimbursement accounts (HRA), and limited-purpose flexible spending accounts (LPFSA). They are not eligible with dependent care flexible spending accounts.","Eligible","","https://hsastore.com/hsa-eligibility-list/s/sunglasses-prescription","hsastore","2026-06-07T22:11:28.669Z"
"Sunscreen","sunscreen","Sunscreen is eligible for reimbursement with flexible spending accounts (FSA), health savings accounts (HSA), and health reimbursement accounts (HRA). They are not eligible for reimbursement with dependent care flexible spending accounts and limited-purpose flexible spending accounts (LPFSA). Sunscreens with an SPF of 15 or higher and with broad spectrum (UAB, UAV) protection are eligible.","Eligible","Suncare","https://hsastore.com/hsa-eligibility-list/s/sunscreen","hsastore","2026-06-07T22:11:28.669Z"
"Sunscreen for Kids","sunscreen for kids","Sunscreen for kids is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Sunscreen for kids is not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","Suncare","https://hsastore.com/hsa-eligibility-list/s/sunscreen-for-kids","hsastore","2026-06-07T22:11:28.669Z"
"Sunscreen for Wet Skin","sunscreen for wet skin","Sunscreen for wet skin is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Sunscreen for wet skin is not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","Suncare","https://hsastore.com/hsa-eligibility-list/s/sunscreen-for-wet-skin","hsastore","2026-06-07T22:11:28.669Z"
"Sunscreen with Insect Repellant","sunscreen with insect repellant","Sunscreen with insect repellant is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Sunscreen with insect repellant is not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/s/sunscreen-with-insect-repellant","hsastore","2026-06-07T22:11:28.669Z"
"Suntan Lotion without sunscreen","suntan lotion without sunscreen","Suntan lotion without sunscreen is not eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/s/suntan-lotion-without-sunscreen","hsastore","2026-06-07T22:11:28.669Z"
"Supplements","supplements","Supplements may be eligible with a Letter of Medical Necessity (LMN) from a medical professional for reimbursement with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Supplements reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA). However, certain vitamins such as glucosamine, prenatal vitamins, and fiber laxatives will qualify for FSA, HSA and HRA reimbursement.","Eligible w/LMN","Vitamins And Supplements","https://hsastore.com/hsa-eligibility-list/s/supplements","hsastore","2026-06-07T22:11:28.669Z"
"Supplies to treat a medical condition","supplies to treat a medical condition","Supplies to treat a medical condition are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Supplies to treat a dental or vision condition may be eligible with a limited purpose flexible spending account (LPFSA). Supplies to treat a medical condition are not eligible with a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/s/supplies-to-treat-a-medical-condition","hsastore","2026-06-07T22:11:28.669Z"
"Support Braces","support braces","Support braces are eligible with a flexible spending account (FSA), health savings account (HSA) or health reimbursement arrangement. Support braces are not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","Braces And Supports","https://hsastore.com/hsa-eligibility-list/s/support-braces","hsastore","2026-06-07T22:11:28.669Z"
"Support Hose","support hose","Support hose is sometimes eligible if the item is being used to treat a medical condition. Only the excess cost is reimbursable, and a Letter of Medical Necessity (LMN) is necessary. With an LMN, support hose would be eligible with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Support hose is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible w/LMN","Leg And Foot Support","https://hsastore.com/hsa-eligibility-list/s/support-hose","hsastore","2026-06-07T22:11:28.669Z"
"Suppositories","suppositories","Suppositories are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) and health reimbursement arrangement (HRA). Suppositories are not eligible for reimbursement with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/s/suppositories","hsastore","2026-06-07T22:11:28.669Z"
"Surgery","surgery","Surgery is eligible for reimbursement with flexible spending accounts (FSA), health savings accounts (HSA), health reimbursement accounts (HRA), and limited purpose flexible spending account (LPFSA- dental and vision related surgeries).. They are not eligible for reimbursement with dependent care flexible spending accounts (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/s/surgery","hsastore","2026-06-07T22:11:28.669Z"
"Surrogate Mother","surrogate mother","Surrogate mother expenses are not eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/s/surrogate-mother","hsastore","2026-06-07T22:11:28.669Z"
"Swimming Lessons","swimming lessons","Swimming lessons are not eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), a health reimbursement arrangement (HRA), dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/s/swimming-lessons","hsastore","2026-06-07T22:11:28.669Z"
"Swimming Pool","swimming pool","Swimming pools with a Letter of Medical Necessity (LMN) may be eligible in limited circumstances for reimbursement with a flexible spending account (FSA), health savings account (HSA), a health reimbursement arrangement (HRA). Swimming pools are not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible w/LMN","","https://hsastore.com/hsa-eligibility-list/s/swimming-pool","hsastore","2026-06-07T22:11:28.669Z"
"Syringes","syringes","Syringes and all insulin-related supplies are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Syringes are not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","Diabetes Care","https://hsastore.com/hsa-eligibility-list/s/syringes","hsastore","2026-06-07T22:11:28.669Z"
"Tampons","tampons","Tampons are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), and a health reimbursement arrangement (HRA). Tampons are not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","Menstrual Care","https://hsastore.com/hsa-eligibility-list/t/tampons","hsastore","2026-06-07T22:11:28.669Z"
"Tanning Salons and Equipment","tanning salons and equipment","Tanning Salons and Equipment are not eligible as they are cosmetic expenses. Tanning salons and equipment reimbursement is not eligible with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/t/tanning-salons-and-equipment","hsastore","2026-06-07T22:11:28.669Z"
"Tattoo Removal","tattoo removal","Tattoo removal is not eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/t/tattoo-removal","hsastore","2026-06-07T22:11:28.669Z"
"Taxes on Medical Services and Products","taxes on medical services and products","Taxes on medical services and products are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Taxes on medical services and products are not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/t/taxes-on-medical-services-and-products","hsastore","2026-06-07T22:11:28.669Z"
"Taxi Fare","taxi fare","Taxi fare for medical purposes is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Taxi fare is not eligible with a dependent care flexible spending account (DCFSA), or a limited-purpose flexible spending account (LPFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/t/taxi-fare","hsastore","2026-06-07T22:11:28.669Z"
"Teeth Grinding Prevention","teeth grinding prevention","Teeth grinding prevention is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Teeth grinding prevention is not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","Oral Care","https://hsastore.com/hsa-eligibility-list/t/teeth-grinding-prevention","hsastore","2026-06-07T22:11:28.669Z"
"Teeth Whitening","teeth whitening","Teeth whitening is not eligible for reimbursement with flexible spending accounts (FSA), health savings accounts (HSA), health reimbursement arrangements (HRA), limited-purpose flexible spending accounts (LPFSA) or a dependent care flexible spending accounts (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/t/teeth-whitening","hsastore","2026-06-07T22:11:28.669Z"
"Teething Pain Reliever","teething pain reliever","A teething pain reliever is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), a limited-purpose flexible spending account (LPFSA), or a health reimbursement arrangement (HRA). A teething pain reliever is not eligible with a dependent care flexible spending account (DCFSA).","Eligible","Childrens Pain Relief","https://hsastore.com/hsa-eligibility-list/t/teething-pain-reliever","hsastore","2026-06-07T22:11:28.669Z"
"Telehealth","telehealth","Telehealth or telemedicine is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA)*, health reimbursement arrangement (HRA), and limited purpose flexible spending account (LPFSA- dental, vision, and preventive services only). Telehealth or telemedicine is not eligible for reimbursement with a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/t/telehealth","hsastore","2026-06-07T22:11:28.669Z"
"Telephone Consultation (Healthcare Professional Fee)","telephone consultation healthcare professional fee","A fee charged by a healthcare professional for a telephone consultation is a qualified medical expense with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Telephone consultation reimbursement for vision or dental services may be eligible with a limited-purpose flexible spending account (LPFSA). Telephone consultation is not eligible with a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/t/telephone-consultation-healthcare-professional-fee","hsastore","2026-06-07T22:11:28.669Z"
"Telephone for Hearing Impaired Individual","telephone for hearing impaired individual","A telephone for a hearing impaired person to enable them to communicate more effectively than regular telephone is eligible with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA), and only for the excess cost over a regular phone. Telephone for hearing impaired individual reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/t/telephone-for-hearing-impaired-individual","hsastore","2026-06-07T22:11:28.669Z"
"Television for Hearing Impaired","television for hearing impaired","A television for a hearing impaired individual is not eligible for a reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/t/television-for-hearing-impaired","hsastore","2026-06-07T22:11:28.669Z"
"TENS Machine","tens machine","A TENS machine is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). TENS machine reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","Therapeutic Pain Relief","https://hsastore.com/hsa-eligibility-list/t/tens-machine","hsastore","2026-06-07T22:11:28.669Z"
"Testosterone","testosterone","Testosterone is eligible with a prescription for reimbursement with a flexible spending account (FSA), health savings account (HSA) and health reimbursement arrangement (HRA). Testosterone is not eligible for reimbursement with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible w/Rx","","https://hsastore.com/hsa-eligibility-list/t/testosterone","hsastore","2026-06-07T22:11:28.669Z"
"Therapy Eye Mask","therapy eye mask","A therapy eye mask is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), limited-purpose flexible spending account (LPFSA), or a health reimbursement arrangement (HRA). A therapy eye mask is not eligible with a dependent care flexible spending account (DCFSA).","Eligible","Therapeutic Pain Relief","https://hsastore.com/hsa-eligibility-list/t/therapy-eye-mask","hsastore","2026-06-07T22:11:28.669Z"
"Therapy, mental health","therapy mental health","Medical or mental health therapy is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), and health reimbursement account (HRA). Therapy not required for a medical or mental purpose will typically not qualify, such as marriage or family counseling. In all types of therapy, an administrator may require a Letter of Medical Necessity. Therapy is not eligible for reimbursement with a dependent care flexible spending account (DFSA) or limited-purpose flexible spending account (LPFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/t/therapy-mental-health","hsastore","2026-06-07T22:11:28.669Z"
"Thermography","thermography","Thermography is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Thermography is not eligible with a dependent care flexible spending account (DCFSA), or a limited-purpose flexible spending account (LPFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/t/thermography","hsastore","2026-06-07T22:11:28.669Z"
"Thermometer","thermometer","A thermometer is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). A thermometer is not eligible for reimbursement with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/t/thermometer","hsastore","2026-06-07T22:11:28.669Z"
"Throat Lozenges","throat lozenges","Throat lozenges are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Throat lozenges are not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","Cold And Allergy","https://hsastore.com/hsa-eligibility-list/t/throat-lozenges","hsastore","2026-06-07T22:11:28.669Z"
"Toenail Fungus Treatment","toenail fungus treatment","Toenail fungus treatment is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Toenail fungus treatment is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/t/toenail-fungus-treatment","hsastore","2026-06-07T22:11:28.669Z"
"Toiletries","toiletries","Toiletries are not eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/t/toiletries","hsastore","2026-06-07T22:11:28.669Z"
"Tolls for Medical Care or Treatment","tolls for medical care or treatment","Tolls for medical care or treatment are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Tolls for medical care or treatment are not eligible with a dependent care flexible spending account (DCFSA), or a limited-purpose flexible spending account (LPFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/t/tolls-for-medical-care-or-treatment","hsastore","2026-06-07T22:11:28.669Z"
"Tooth Extraction","tooth extraction","Tooth extraction is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA) or a limited-purpose flexible spending account (LPFSA). Tooth extraction is not eligible for reimbursement with a dependent care flexible spending account (DCFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/t/tooth-extraction","hsastore","2026-06-07T22:11:28.669Z"
"Toothache pain relievers","toothache pain relievers","Toothache pain relievers are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA) and a limited-purpose flexible spending account (LPFSA). Toothache pain relievers reimbursement is not eligible with a dependent care flexible spending account (DCFSA).","Eligible","Oral Care","https://hsastore.com/hsa-eligibility-list/t/toothache-pain-relievers","hsastore","2026-06-07T22:11:28.669Z"
"Toothbrush","toothbrush","Toothbrushes are not eligible for reimbursement with flexible spending accounts (FSA), health savings accounts (HSA), health reimbursement accounts (HRA), dependent care flexible spending accounts and limited-purpose flexible spending accounts (LPFSA) because they are general health products.","Not Eligible","","https://hsastore.com/hsa-eligibility-list/t/toothbrush","hsastore","2026-06-07T22:11:28.669Z"
"Toothpaste","toothpaste","Toothpaste is not eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), health reimbursement arrangement (HRA), limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Not Eligible","","https://hsastore.com/hsa-eligibility-list/t/toothpaste","hsastore","2026-06-07T22:11:28.669Z"
"Topical Analgesics (Muscles and Arthritis)","topical analgesics muscles and arthritis","Topical analgesics are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Topical analgesics are not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","Arthritis And Joint Pain","https://hsastore.com/hsa-eligibility-list/t/topical-analgesics-muscles-and-arthritis","hsastore","2026-06-07T22:11:28.669Z"
"Topical Skin Treatment","topical skin treatment","Topical skin treatment is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Topical skin treatment is not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","Acne And Skincare","https://hsastore.com/hsa-eligibility-list/t/topical-skin-treatment","hsastore","2026-06-07T22:11:28.669Z"
"Topical Steroids","topical steroids","Topical steroids are eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA), or a health reimbursement arrangement (HRA). Topical steroids are not eligible with a dependent care flexible spending account (DCFSA) or a limited-purpose flexible spending account (LPFSA).","Eligible","","https://hsastore.com/hsa-eligibility-list/t/topical-steroids","hsastore","2026-06-07T22:11:28.669Z"
"Tourniquet","tourniquet","A tourniquet is eligible for reimbursement with a flexible spending account (FSA), health savings account (HSA) or a health reimbursement arrangement (HRA). Tourniquet reimbursement is not eligible with a limited-purpose flexible spending account (LPFSA) or a dependent care flexible spending account (DCFSA).","Eligible","First Aid","https://hsastore.com/hsa-eligibility-list/t/tourniquet","hsastore","2026-06-07T22:11:28.669Z"
